0,004872063
0,004963378
0,005673559
0,007752910
0,008087570
0,009740324
0,013186377
0,013237040
0,014604786
0,015688638
0,016346961
0,019212386
0,022015783
0,022815076
0,024160490
0,024322324
0,025121321
0,025778647
0,028932843
0,034963815
0,038739030
0,043389278
0,047370991
0,055638726
0,061311995
0,067703271
0,076435354
0,079513727
0,080997215
0,085723449
0,105607949
0,110130773
0,111606892
0,116493997
0,117599971
0,118890021
0,126992689
0,129384607
0,136371004
0,137840807
0,140871159
0,143257649
0,145276258
0,154260131
0,156183524
0,163871022
0,177939561
0,182409083
0,192248649
0,194888033
0,199254139
0,213966490
0,216596401
0,230633382
0,239581822
0,240033410
0,257708920
0,267785835
0,280088997
0,289680414
0,303189724
0,309798984
0,327625075
0,343001438
0,353111987
0,371691351
0,394965140
0,404635303
0,417007313
0,443767098
0,455533778
0,478041576
0,514958076
0,538522277
0,565151071
0,597858927
0,635105115
0,683994435
0,740162417
0,800022818
0,846906184
0,892017315
0,933317425
0,946163205
0,990690429
