0,121296741
0,037903283
0,051473208
0,054682798
0,054391459
0,080421882
0,089092302
0,119709846
0,190314267
0,121056864
0,084295437
0,093313788
0,106518370
0,155321672
0,278989329
0,273885692
0,233633986
0,154503379
0,138340618
0,125252791
0,143940225
0,153459378
0,151461193
0,149091287
0,132708632
0,210460230
0,254724328
0,292389713
0,140567860
0,083769873
0,088700707
0,081237706
0,098985837
0,121409325
0,045680266
0,054876482
0,036776454
0,035942267
0,063404353
0,063374079
0,134900601
0,074125808
0,071694883
0,058253129
0,044309955
0,041893308
0,034769347
0,049171841
0,059276514
0,037001240
0,030610980
0,018375338
0,022745766
0,038369432
0,030428511
0,027446660
0,015353887
0,008691849
0,009884206
0,012037579
0,012155581
0,010072201
0,008994462
0,007203310
0,006287933
0,006182762
0,006602541
0,005790821
0,005870071
0,005150918
0,003634828
0,003426361
0,003013676
0,002683118
0,002292147
0,001618525
0,001059301
0,000700344
0,000505561
0,000333568
0,000189770
0,000150532
0,000017221
0,000013728
0,000010186
