-0,343997982
-0,335056466
-0,311973705
-0,309151720
-0,282135642
-0,259465017
-0,230101742
-0,195028934
-0,157612647
-0,134226865
-0,122229577
-0,091477132
-0,075602575
-0,037941547
-0,017115723
0,004269462
0,025459136
0,046811748
0,100665386
0,153882835
0,187933686
0,221716870
0,301976199
0,343232488
0,393079953
0,446697195
0,503565328
0,642662449
0,646758420
0,677134773
0,748737847
0,752634588
0,782820567
0,783785184
0,803090496
0,809833964
0,810782490
0,829758538
0,833508852
0,837264887
0,859694990
0,865288375
0,885752173
0,891258028
0,915122012
0,918753339
0,943694502
0,947239977
0,964749116
0,989198885
0,992673503
0,996087195
1,013132743
1,016487838
1,033124473
1,058924715
1,063007247
1,068675587
1,072679458
1,079035328
1,084530689
1,094689404
1,100843332
1,106168321
1,111456781
1,118897616
1,124754436
1,130587804
1,139261991
1,144933892
1,152009848
1,160362417
1,167166208
1,176655254
1,184674223
1,193872374
1,202906731
1,212950788
1,221473817
1,233216516
1,244573453
1,255469384
1,267949708
1,278496916
1,291133024
