4,647865490
4,676380903
4,893459845
5,447725829
5,527541582
5,892679035
6,523587400
6,532440835
6,768499261
6,928367675
7,015868425
7,386241576
7,713328409
7,802142775
7,949869231
7,967497436
8,052801336
8,116459767
8,416226534
8,914356322
9,174127739
9,478362017
9,730218037
10,217315882
10,531899035
10,865737883
11,300435503
11,450028420
11,519076887
11,733507709
12,612528359
12,806288861
12,869381875
13,077846460
13,124944725
13,179850605
13,524107648
13,625594025
13,921869571
13,984195090
14,112714074
14,213959247
14,299629819
14,672264724
14,750014696
15,061487827
15,635338403
15,818929962
16,225697012
16,335471102
16,517725449
17,141040129
17,253657997
17,861417738
18,255181191
18,275191781
19,071056440
19,536307291
20,115651939
20,576530327
21,241548677
21,575370995
22,499178077
23,325638495
23,887486450
24,965472477
26,388703178
27,013714537
27,848101334
29,755111350
30,655313340
32,498314118
35,842930035
38,228490325
41,231452842
45,425824861
51,042918733
60,268754628
74,821819441
98,745156911
130,168335283
185,958328511
303,773556161
375,841704084
2127,184199025
