1284,355581808
1258,475631203
1252,761590983
1479,674509885
1417,601318286
1495,729713356
1658,423463617
1554,897050494
1540,822063855
1532,523943928
1528,356329976
1566,639777458
1630,342903238
1561,055919569
1553,592782717
1505,231671470
1477,148757679
1440,473211959
1380,458991786
1352,545433535
1314,090334315
1280,986519014
1142,386681247
1105,919160436
1035,204801837
956,568674248
876,722526391
637,760749589
632,793851978
586,132093119
485,725974899
482,909987857
436,859906018
438,548434601
409,746452992
400,250778476
403,475665411
376,782687029
374,910839282
370,260502792
339,708277806
332,864305859
304,972426540
300,258037029
268,240748988
265,010725911
235,070125757
231,337769955
211,001913560
181,314347164
177,640429470
175,434385000
155,901161948
153,549351948
135,929665018
107,711460755
104,548607420
99,320929051
96,015819716
90,289999851
85,719491911
76,541108573
71,712758049
67,651534114
63,538079542
58,095423696
54,246115872
50,177682131
44,228273419
40,993296747
36,613643790
31,878991290
28,672667095
23,955992148
20,333832306
16,499952541
13,115571811
9,843062704
7,584637792
5,036281704
3,129597220
1,803855692
0,820415283
0,201933323
0,000000000
