3085,063740963
3046,705614946
2950,224337705
2939,308819522
2840,847153558
2761,441943363
2666,845793871
2559,392571361
2446,870339137
2378,575065694
2344,160019634
2258,749075571
2216,696070840
2119,603233169
2066,719009293
2012,978497986
1960,071435580
1907,248708052
1776,952548728
1654,123560808
1578,825153337
1506,377592962
1339,245345643
1256,515743630
1160,420609303
1060,190396992
957,568925132
713,007545895
705,874536820
653,619953074
535,977682537
529,845625321
482,819038947
481,331994327
451,861376137
441,607020257
440,186217853
412,228565702
406,782962763
401,399136418
369,466651122
361,568251508
332,860819822
325,259169345
292,815749572
287,943366626
255,443376458
250,934640936
229,078696701
199,043203263
194,812725323
190,755902147
170,932441239
167,110613424
148,685140324
120,434410965
116,061782824
110,188975518
106,149960997
99,902205953
94,645760584
85,155385855
79,570369069
74,922242145
70,441741683
64,349308261
59,787405084
55,418038758
49,093649408
45,155049076
40,469793993
35,179475921
31,197230427
26,072962060
22,036226398
17,790466013
14,044441406
10,435096105
7,911447254
5,205241576
3,220747397
1,842068240
0,822708535
0,201933323
0,000000000
